OperationID Site_ID Site_time_routing
451 893 684.1229832776437
383 750 684.14806137585
355 701 684.1811837670658
447 885 684.2201799735254
165 356 684.2629634982724
453 897 684.2984910121029
416 827 684.326289342004
311 620 684.3543254058079
264 529 684.3775168265856
256 517 684.403434125416
442 878 684.4373895518453
225 472 684.4902467761242
348 692 684.5176925808347
293 578 684.5520481994072
247 503 684.5964332540888
320 635 684.6316375301193
116 260 684.6709060416572
279 558 684.7001850642902
163 353 684.7342958163473
203 430 684.7631087799286
230 480 684.7909056784646
37 76 684.8321403357229
13 24 684.8586195578912
114 255 684.8980898397967
3 4 685.1085380459297
40 82 685.1382674660222
180 382 685.1766255240447
430 858 685.2110170289222
376 742 685.2350653774678
263 527 685.2704412959023
268 536 685.3022652338692
332 661 685.3276386261731
218 452 685.361639457302
444 880 685.3983066470321
331 660 685.425240173691
291 573 685.4493021167979
232 482 685.4733066211019
343 683 685.5098553961528
233 483 685.5460036528737
144 316 685.5710509034611
140 311 685.5963347864529
139 309 685.6183401907559
367 725 685.6562063001468
118 262 685.7131503643802
143 315 685.8966594657101
156 342 685.9732522297719
0 0 679.0
328 652 680.8463593701256
228 476 680.8784169200511
164 355 680.903784502649
390 766 680.9432403114371
274 547 680.9799453840973
410 815 681.0175112133734
290 569 681.0557692281888
421 841 681.0925871815045
224 470 681.1246452770507
254 515 681.1567403395311
456 902 681.1975119884664
325 646 681.2374521865553
196 419 681.2650440295026
452 896 681.2997666561708
292 577 681.3398081272638
284 563 681.3754776315036
138 308 681.403789293898
177 378 681.4272183874087
152 332 681.4489493828536
214 448 681.4815441226528
278 554 681.5183790076601
380 747 681.5580947169123
314 623 681.5936569258328
239 492 681.6252630041813
439 871 681.6576430821901
440 873 681.6791235292839
461 913 681.7032970616964
378 744 681.7331643429742
217 451 681.7710625002138
400 789 681.8071552668048
353 698 681.8303385340103
178 379 681.8608693374241
371 732 681.8958548642224
299 593 681.9292618009267
209 440 681.9541925067557
366 723 681.9840290712077
266 533 682.012098254526
413 821 682.0483045730704
387 761 682.0818206858137
454 899 682.1060770673847
372 733 682.1344398850621
409 809 682.1602336807543
327 651 682.1899218841697
195 416 682.2221137453957
426 848 682.2569277775285
446 883 682.2875755185988
286 565 682.3182296267439
414 825 682.3484762536641
395 781 682.3720837846994
398 786 682.3974986833326
130 289 682.4334441958182
151 331 682.4562759922154
412 819 682.4957462751338
210 442 682.5372850408768
374 739 682.567922702159
431 859 682.5916338834256
425 846 682.623055906415
457 903 682.6452119982322
369 729 682.6703171757249
337 669 682.6926492633299
308 614 682.7157487376543
187 400 682.7457560732993
399 787 682.7779266921848
330 658 682.8016118381375
137 307 682.833046184732
329 653 682.8647995870117
315 625 682.8949384194278
99 230 682.9349945182382
146 322 682.9597387467134
124 279 682.9833035890399
161 351 683.0453734146791
261 525 683.0730391892174
322 638 683.1056777347648
113 254 683.151198211677
173 370 683.3237299358483
83 189 683.3521568909641
38 78 683.3794521298679
19 34 683.4769908589813
128 287 683.5152724815837
148 328 683.5364464813705
102 237 683.5648259426777
182 385 683.6754054286972
166 361 684.1466384756643
85 195 685.2561595134162
384 751 685.2986995402981
296 585 685.3268169626361
201 428 685.3572139804176
212 445 685.3783891024789
321 636 685.4122647902294
200 426 685.4461456076447
428 851 685.4832576889626
245 501 685.5175854547607
207 437 685.5417189248486
236 488 685.5767835167302
450 891 685.6105903310297
184 392 685.6556423377575
333 662 685.6870227709663
197 423 685.7155775531807
250 509 685.7497364295322
288 567 685.7788
