OperationID Site_ID Site_time_routing
273 596 646.5430340461522
176 408 646.5796628081437
95 221 646.6105584407004
128 302 646.6353736118012
93 218 646.6609109373192
111 260 646.6884022605198
374 779 646.7297959574511
206 470 646.7609031455876
258 572 646.7944768672878
344 731 646.8265795549588
352 743 646.8584817889373
234 519 646.8862291719809
437 880 646.9178916893186
211 477 646.9507974873086
219 493 646.975813213038
390 806 647.0057697279642
458 909 647.030319562977
0 0 644.0
134 313 646.9777461466881
173 404 647.0509175315325
182 423 647.2032833235658
164 386 647.2277695043249
275 601 647.260015809638
116 280 647.460231346493
110 257 647.5342093386249
105 237 647.5622859646612
88 200 647.5856791748238
84 192 647.6096485570746
152 347 647.6575402580696
35 71 647.693570241969
89 203 647.7219908498754
117 281 647.750069552965
37 77 647.7830229799719
260 575 647.8263772626975
150 343 647.854127068278
57 129 647.8880722442973
32 62 647.912589715451
64 163 647.9394046872213
49 107 647.9645044876916
39 80 647.9906273381014
48 106 648.0171442674107
9 16 648.2271120882497
78 183 648.2596274894889
16 23 648.2920618103473
29 58 648.3387420611074
137 319 648.3739792286204
270 592 648.4043555258909
452 900 648.4331234020173
129 303 648.4781194278071
76 180 648.5055653291627
174 405 648.5418651127336
27 55 648.5815085085237
245 547 648.6279823492702
254 565 648.6498105312597
338 719 648.6753763105745
329 701 648.6988800493192
286 618 648.7261901142919
435 878 648.7553488073879
159 377 648.7912975166679
203 465 648.8174515804506
230 515 648.8429264872722
148 340 648.8709489197929
179 413 648.9003076853754
291 631 648.9299042968937
232 517 648.9632352464586
228 513 648.9860417595222
314 664 649.018627381526
267 586 649.0495086941147
421 857 649.0784313019614
427 866 649.1111667824549
127 301 649.1622995600217
223 502 649.1924812244906
333 710 649.2285830508878
451 899 649.2594100631312
460 913 649.2845424091595
320 674 649.3136336345464
328 696 649.3350829370631
253 564 649.3602749582969
145 337 649.389422831672
440 883 649.4257509498023
311 661 649.4522645997737
330 703 649.4876677594507
119 291 649.5253841134278
12 19 649.5688965996422
11 18 649.5905865877373
100 229 649.6262759050927
14 21 649.6614291456858
47 105 649.6896545033521
92 216 649.7169644201342
149 342 649.745840006695
4 7 649.7898945105563
59 131 649.8215863946964
66 166 649.8444608727713
52 111 649.8682665798143
58 130 649.8895608572257
56 128 649.9117271980072
33 66 649.9374505997442
62 151 649.9656087542575
138 321 649.9958606065546
79 184 650.0242737710736
30 60 650.0529383128826
90 211 650.0825729624555
10 17 650.1172180678653
378 786 650.176479221197
404 830 650.2020209260984
302 647 650.2331807298737
341 724 650.2553601695486
72 176 650.2982153400986
339 722 650.3424829243847
241 535 650.368633060602
355 747 650.4065155790713
364 760 650.4409092405599
434 877 650.4642966152887
353 744 650.4914367997242
113 266 650.5290360975414
54 123 650.5585183794407
301 645 650.5994052293441
197 451 650.6343507121046
297 640 650.6655878805585
53 112 650.7142947296501
205 469 650.7662621560843
277 604 650.7987191359741
436 879 650.8272134756944
464 920 650.8604058381268
108 253 650.917871822805
430 869 650.9679366625237
268 587 651.0
0 0 644.0
114 275 644.1432756113081
343 730 644.2719543846506
459 911 644.2992660170177
351 742 644.3297224698235
284 615 644.359519175117
213 483 644.3914442352544
151 346 644.4175859991655
394 812 644.4715740066407
166 388 644.5067320081763
156 362 644.7168301017172
226 506 644.7432786318589
294 634 644.7798999364153
303 650 644.802647733865
379 788 644.8347337024519
242 540 644.8643397347424
162 383 644.8893972571904
361 755 644.9249294036523
456 905 644.9501101029617
189 436 644.9859823995371
192 441 645.0102094599979
177 409 645.0369081076307
185 428 645.290963249216
157 364 645.5161262594895
202 463 645.5588583771159
287 621 645.5871329520745
405 832 645.613570042457
279 607 645.6410826989874
370 773 645.6749626078946
218 492 645.7047559700834
283 614 645.7309240789936
216 489 645.7576138598146
362 756 645.7884025845628
336 717 645.8121503186752
360 754 645.8371935163092
425 862 645.8661381403606
406 834 645.8999820202258
412 843 645.9327341531366
186 432 646.0126985148651
170 401 646.044781408611
271 593 646.0717525503235
296 639 646.0995414081506
384 795 646.1327662922631
133 312 646.199164174987
231 516
