OperationID Site_ID Site_time_routing
56 124 695.726967274488
54 121 695.7549788693783
43 86 695.7800407405683
372 739 695.8277719402166
274 561 695.8572110510557
350 698 695.8856892136225
246 516 695.9120979794836
152 332 695.9387382102425
352 701 695.9707635702782
389 772 696.0050083527142
153 333 696.0428450519721
294 598 696.0724934436581
275 562 696.0944934842257
450 876 696.123681575822
339 678 696.1535428357059
225 482 696.1805656843044
247 517 696.2037933366971
239 503 696.2284294037557
449 875 696.2647184683572
325 658 696.2920497851089
8 17 696.3473059469898
77 177 696.3804419579805
58 131 696.4037620369411
79 183 696.4275827334955
25 48 696.4569249011213
74 168 696.4891293763803
70 152 696.520458348041
111 240 696.546143281268
67 147 696.5726242405462
72 163 696.593677630519
52 116 696.6200689951153
149 322 696.6513562029807
116 247 696.6746915877195
144 309 696.7061835816806
29 53 696.7474121751454
18 34 696.7695105094521
36 70 696.7931479907436
142 306 696.8641362977644
217 466 696.8989889286657
185 403 696.9227529125646
14 27 696.9653146632338
78 182 696.9970382520962
63 142 697.0226725211064
261 540 697.0628201440433
210 451 697.0996377081066
41 82 697.1495522121897
28 52 697.1732696465325
161 348 697.2092591641696
359 712 697.2505222255774
378 750 697.2744256635619
371 738 697.3050555929686
280 570 697.3312226304615
400 790 697.3584878843027
328 661 697.3827124248393
420 829 697.4122088237675
446 871 697.4340332410592
320 649 697.4612696583108
184 400 697.4959637550609
335 672 697.5253177654689
425 835 697.5497643913855
392 780 697.5767920232249
245 515 697.6084794855095
133 289 697.6378123741692
0 0 693.0
259 537 697.5425953573782
346 691 697.5720335601018
460 891 697.5986472936573
395 783 697.6242611020807
300 605 697.6515826864282
370 737 697.6763972110556
402 794 697.712742802067
237 501 697.7
