cost no_attention #_fallas cost_unit_time cycletime failure_prob Cost2_(solociclocompleto) contadorCiclosCompletos
6274.9884283584815 7270.776856716482 962.0 497.86103876148917 51059.751404071074 1008.8335110659791 6274.9884283584815 3758
6109.597563066533 6963.195126132688 933.0 485.42869958052603 51072.53340407101 1008.9505081119141 6109.597563066533 3758
5964.813583876771 6696.027167753202 905.0 472.94559790853873 51084.73440407111 1009.2717362492322 5964.813583876771 3758
6119.779849738756 6969.95969947715 950.0 490.7739709040989 51063.81840407095 1008.9503938662091 6119.779849738756 3758
6204.936634317126 7144.273268633813 945.0 491.08784595374084 51076.600404071054 1009.1639951942528 6204.936634317126 3758
6010.47685851905 6763.3537170377085 935.0 477.3003562816801 51073.695404071026 1009.1322411745433 6010.47685851905 3758
6017.022866369435 6796.445732738488 910.0 476.8060580989535 51088.22040407109 1009.3106294187328 6017.022866369435 3758
6204.419342485901 7143.238684971377 945.0 490.04787572129777 51070.20940407102 1009.0028483722126 6204.419342485901 3758
6241.763444550738 7190.72688910105 979.0 497.7917920325641 51045.80740407107 1008.6760711811271 6241.763444550738 3758
6202.601637445101 7142.803274889756 941.0 491.2881586574207 51074.85740407097 1009.1461135166838 6202.601637445101 3758
6014.313986732459 6792.627973464591 908.0 476.8878757401102 51095.77340407103 1009.3969128779003 6014.313986732459 3758
5983.565680411524 6717.531360822746 925.0 475.8455921826555 51092.868404071094 1009.4304883194636 5983.565680411524 3758
6275.564297294236 7279.928594588075 952.0 493.3773231260547 51066.14240407107 1009.1717167866731 6275.564297294236 3758
6040.917936888895 6844.235873777445 910.0 477.2759523218779 51092.287404070994 1009.3526832105186 6040.917936888895 3758
6084.357402294275 6933.514804588158 907.0 481.93549688599694 51087.63940407113 1009.4071381878441 6084.357402294275 3758
6094.58418002309 6932.36836004583 934.0 481.7305300904853 51078.924404071106 1009.2212529138595 6094.58418002309 3758
6123.046838619552 7001.293677238676 919.0 482.4117604889337 51084.153404070916 1009.3391694857667 6123.046838619552 3758
6007.507637735384 6787.8152754704615 897.0 478.7206716295129 51101.00240407101 1009.4373185417579 6007.507637735384 3758
5974.950827968015 6720.3016559356565 900.0 475.16720081992486 51094.03040407107 1009.3379607040793 5974.950827968015 3758
6289.095699262763 7312.591398525058 945.0 496.4858217751167 51067.88540407104 1009.1030648530568 6289.095699262763 3758
6303.753975241357 7329.907950482284 960.0 497.49936387025673 51066.14240407102 1009.0817605636987 6303.753975241357 3758
6067.266894277102 6888.1337885538205 921.0 480.1129109972277 51085.31540407112 1009.2973997367218 6067.266894277102 3758
6054.768484318788 6871.136968637145 911.0 483.5629573170176 51077.18140407106 1009.115044027938 6054.768484318788 3758
6052.305956914763 6859.811913829133 919.0 477.1224918098902 51088.80140407102 1009.2783792473028 6052.305956914763 3758
6109.868304019157 6956.5366080378635 942.0 486.4672806943676 51064.98040407098 1008.8770286119102 6109.868304019157 3758
5885.96396122857 6553.5279224568085 886.0 466.622746205879 51101.00240407101 1009.5084805632692 5885.96396122857 3758
6104.748269521534 6956.696539042682 929.0 483.27293306190717 51076.600404071025 1009.2317514840671 6104.748269521534 3758
5909.469272701462 6601.3385454025865 885.0 469.5559186356827 51095.192404070884 1009.3507590865266 5909.469272701462 3758
6246.159404373382 7204.318808746339 973.0 499.7778347185698 51056.26540407104 1008.7356544147591 6246.159404373382 3758
6077.406646099295 6902.813292198199 928.0 483.6510903584958 51076.600404071076 1009.1495983745983 6077.406646099295 3758
6174.6482757503545 7070.096551500201 962.0 493.0837807140966 51048.131404070984 1008.6176997917081 6174.6482757503545 3758
6098.979125806425 6941.958251612494 933.0 483.8215441367494 51080.66740407105 1009.0313991008752 6098.979125806425 3758
6051.131750966723 6876.6635019330315 895.0 476.3740554535276 51096.93540407113 1009.5164116569453 6051.131750966723 3758
6067.193586876662 6875.187173752961 937.0 482.15342063691605 51088.2204040711 1009.2561620956092 6067.193586876662 3758
5942.6503073647555 6650.1006147291355 907.0 473.1552045529233 51085.89640407085 1009.2396745068049 5942.6503073647555 3758
5797.303039847124 6375.406079693926 887.0 461.61090731947854 51092.86840407099 1009.3949532698718 5797.303039847124 3758
6136.773283857012 7025.54656771361 923.0 485.98576659481597 51085.31540407106 1009.2571378080063 6136.773283857012 3758
5978.394567610953 6725.589135221519 902.0 476.4796460919204 51084.15340407099 1009.2352513248293 5978.394567610953 3758
6097.383561700266 6935.567123400164 937.0 485.4572978414583 51082.41040407099 1009.2425286047926 6097.383561700266 3758
6173.007847946921 7071.61569589344 956.0 494.7294091268399 51067.30440407115 1008.9628124342017 6173.007847946921 3758
5955.1120918302695 6678.224183660141 903.0 473.4095501073925 51084.15340407106 1009.1801182595235 5955.1120918302695 3758
5697.929687117952 6199.059374235596 859.0 450.4550126568535 51107.393404070994 1009.5939041970696 5697.929687117952 3758
5866.98973553449 6516.379471068658 885.0 467.4675297931437 51098.09740407099 1009.4735146752736 5866.98973553449 3758
6093.955442858265 6927.9108857161755 938.0 487.47550949823585 51078.924404071106 1009.10638832804 6093.955442858265 3758
5998.358745448311 6742.317490896272 931.0 476.17191104278646 51081.829404071104 1009.243742977036 5998.358745448311 3758
6214.6804622474465 7146.960924494477 966.0 492.8265473116853 51060.332404071036 1008.8925703881824 6214.6804622474465 3758
5964.601816496973 6685.203632993576 918.0 472.0903546867883 51087.058404071046 1009.2648468942652 5964.601816496973 3758
6004.3872267881225 6762.3744535758815 921.0 476.1744495067223 51089.963404071015 1009.4645709451845 6004.3872267881225 3758
5884.185869902133 6529.971739803908 911.0 468.5017305042395 51073.11440407104 1009.0050754667247 5884.185869902133 3758
5781.572971530841 6359.945943061364 867.0 458.83274089102156 51105.069404071095 1009.5744819515461 5781.572971530841 3758
5865.22132141542 6506.4426428305205 893.0 464.9151703297084 51097.516404071015 1009.3180903226358 5865.22132141542 3758
6025.253626540604 6812.107253080779 911.0 473.93669975354203 51087.05840407103 1009.4014987639746 6025.253626540604 3758
6089.027274110804 6940.454548221211 910.0 483.5660126303785 51098.09740407109 1009.521818924331 6089.027274110804 3758
6280.237199771096 7284.474399541799 958.0 498.06288936323006 51071.952404071184 1008.9921635852389 6280.237199771096 3758
6109.870711712302 6965.341423424225 931.0 487.9817990002518 51080.66740407107 1009.0629401108747 6109.870711712302 3758
6210.517203209306 7154.634406418258 946.0 492.5395085607215 51084.153404071076 1009.3843128015184 6210.517203209306 3758
5837.058207626255 6466.116415252165 873.0 459.33627877385766 51101.58340407097 1009.635461690816 5837.058207626255 3758
5978.111022488889 6717.822044977484 911.0 471.48199963100393 51096.354404071004 1009.4810393226053 5978.111022488889 3758
6043.803925239183 6824.40785047795 942.0 478.79890650534196 51071.371404071004 1009.0889207862386 6043.803925239183 3758
6072.649003481158 6890.898006961936 931.0 479.26621340920946 51076.0194040711 1009.1587967454028 6072.649003481158 3758
6124.736409141156 6993.472818281893 933.0 484.46060828626173 51073.695404071026 1009.2074689443524 6124.736409141156 3758
6067.900889157106 6897.401778313842 911.0 483.5510660211555 51079.50540407105 1009.1751883706922 6067.900889157106 3758
5892.940814487237 6572.28162897416 880.0 466.91507150037904 51107.393404071 1009.5422087144059 5892.940814487237 3758
6278.1899235784085 7281.179847156399 957.0 497.4978394296427 51066.72340407108 1009.0637777396253 6278.1899235784085 3758
6128.317336207149 7015.034672413958 915.0 485.23094879438986 51095.77340407097 1009.3893179239944 6128.317336207149 3758
5972.9145103162555 6693.029020632072 929.0 478.3452361694411 51069.047404071025 1008.9659997608969 5972.9145103162555 3758
5885.623755191202 6538.447510382062 904.0 471.0836882499559 51082.99140407105 1009.0882510860689 5885.623755191202 3758
5883.033572664349 6546.867145328315 887.0 470.8888621334978 51093.44940407109 1009.4142758269194 5883.033572664349 3758
5733.885430805465 6283.7708616106 843.0 457.5712285773727 51104.48840407106 1009.508567469909 5733.885430805465 3758
5977.719448148633 6705.038896296917 926.0 471.60692561700563 51087.058404071104 1009.517840943881 5977.719448148633 3758
5892.845674043237 6548.891348086086 909.0 471.67438819005764 51083.572404071085 1009.1496212322489 5892.845674043237 3758
6180.482457694604 7087.364915388821 955.0 490.8157991967562 51068.466404071085 1008.9693429890066 6180.482457694604 3758
6014.010722981531 6791.221445962732 909.0 476.46154298579313 51094.03040407097 1009.5523356663647 6014.010722981531 3758
5991.82532267921 6738.0506453580565 920.0 480.3404304205416 51082.99140407092 1009.1867057953614 5991.82532267921 3758
6221.8070615033475 7167.614123006272 958.0 492.9752301045416 51060.33240407117 1009.0194907230709 6221.8070615033475 3758
5956.4628687790355 6654.525737557697 936.0 473.9106447097448 51075.43840407104 1009.1022891328668 5956.4628687790355 3758
6060.834240984318 6882.468481968243 912.0 480.90323196029095 51082.41040407096 1009.2906799184586 6060.834240984318 3758
5888.691721364821 6550.183442729253 897.0 465.51528931219 51089.963404070986 1009.4103924087372 5888.691721364821 3758
5923.088967704792 6620.577935409255 895.0 471.91935476375795 51096.354404071 1009.3613738840498 5923.088967704792 3758
6108.334202357769 6963.068404715149 930.0 479.78787015675914 51080.667404071 1009.3104553444825 6108.334202357769 3758
6213.72278217496 7165.045564349584 941.0 495.3187973165335 51080.66740407104 1009.2323283344748 6213.72278217496 3758
6173.556114463771 7100.712228927123 921.0 487.68983062899855 51079.50540407106 1009.3299595259376 6173.556114463771 3758
6151.832525167599 7054.865050334778 924.0 483.1293116058138 51081.24840407113 1009.4568937637126 6151.832525167599 3758
6084.427485317855 6924.054970635234 919.0 481.50716835782964 51068.46640407112 1009.0794380807556 6084.427485317855 3758
6099.053703997718 6946.90740799502 927.0 483.7523213021303 51077.18140407101 1009.1955194086199 6099.053703997718 3758
6113.625915260728 6957.651830521063 950.0 488.23628668826115 51069.04740407106 1008.9114604567739 6113.625915260728 3758
5980.123062435556 6731.44612487071 899.0 474.76649906929066 51092.28740407096 1009.4348896645947 5980.123062435556 3758
5731.0426828482005 6251.685365696112 876.0 456.57999268100303 51106.23140407114 1009.5722392511833 5731.0426828482005 3758
5991.375678788605 6757.951357576895 894.0 476.69362843563084 51101.0024040711 1009.4206077902219 5991.375678788605 3758
5957.268825180612 6685.737650360915 899.0 471.7325500456617 51109.71740407106 1009.6456900517796 5957.268825180612 3758
6046.866742622964 6856.933485245577 909.0 479.8728659584447 51098.678404071085 1009.5653443307405 6046.866742622964 3758
6093.530132483365 6932.660264966409 931.0 481.3965737517586 51086.477404070996 1009.3171805340917 6093.530132483365 3758
6066.296972901074 6881.39394580177 927.0 480.76710922781456 51078.92440407114 1009.1851221165465 6066.296972901074 3758
6182.637422545974 7086.874845091531 961.0 491.02725210517514 51068.46640407107 1008.9387329054939 6182.637422545974 3758
6235.537331261304 7189.474662522185 965.0 493.0395074213529 51061.494404071 1008.9242846700674 6235.537331261304 3758
6090.894626082998 6932.989252165511 924.0 482.02765703896387 51062.07540407109 1008.9393291675942 6090.894626082998 3758
5689.86110111792 6163.722202235536 883.0 454.2244637891713 51102.16440407109 1009.4105532820615 5689.86110111792 3758
6116.170037574573 6961.14007514874 952.0 485.094388318271 51068.46640407103 1009.0032807848401 6116.170037574573 3758
6225.749298279294 7178.698596558133 954.0 493.67145040252205 51057.42740407105 1008.8985470909347 6225.749298279294 3758
6350.133959915346 7401.06791983026 987.0 503.2264397705291 51059.17040407106 1008.9226363422162 6350.133959915346 3758
6003.863568836011 6765.327137671649 916.0 478.9829925658981 51085.896404071034 1009.2491948970561 6003.863568836011 3758
6005.832885320055 6781.2657706397285 901.0 476.78189927714993 51090.54440407097 1009.2944252483964 6005.832885320055 3758
5933.35376979313 6620.307539585891 921.0 472.33111260090675 51084.73440407103 1009.3102123259144 5933.35376979313 3758
6145.350703299222 7029.101406597989 940.0 492.68780200377864 51069.04740407107 1008.9032074032916 6145.350703299222 3758
6184.593818943293 7105.187637886245 943.0 484.588860413359 51092.287404071016 1009.4980461557169 6184.593818943293 3758
6246.612005331804 7202.8240106632 976.0 497.87294353940774 51056.26540407109 1008.9343252868166 6246.612005331804 3758
6155.692586057525 7036.98517211466 956.0 487.6072631047875 51070.790404071005 1009.060391022077 6155.692586057525 3758
5920.28792326517 6606.975846529971 905.0 468.673179599039 51088.80140407104 1009.2981141284215 5920.28792326517 3758
5879.414859845419 6543.62971969043 882.0 461.32885303084976 51091.12540407115 1009.4388606876286 5879.414859845419 3758
6124.941640477578 6993.0832809547655 934.0 483.012417280847 51080.66740407103 1009.2409450701059 6124.941640477578 3758
6138.073409123439 7004.94681824642 952.0 488.6601204243182 51055.68440407098 1008.8568685606376 6138.073409123439 3758
6032.802070965737 6823.204141931198 916.0 477.7505452012891 51105.65040407114 1009.4168824527633 6032.802070965737 3758
5963.057758863981 6671.715517727572 931.0 475.6219098155643 51073.11440407104 1009.1119557782541 5963.057758863981 3758
6183.941759939903 7097.483519879444 951.0 492.1663131836185 51074.85740407097 1009.1265526523695 6183.941759939903 3758
6109.489110597681 6949.378221194944 950.0 482.7045412276946 51070.20940407103 1009.1735807561945 6109.489110597681 3758
6156.985980262148 7060.371960523911 930.0 483.1140860475197 51084.73440407095 1009.3187317295581 6156.985980262148 3758
6089.853221231336 6922.906442462291 934.0 481.8191955278519 51080.66740407099 1009.2701241697937 6089.853221231336 3758
6039.418841798369 6830.037683596335 924.0 480.5427259771584 51076.01940407112 1009.1253394355699 6039.418841798369 3758
6290.988933966912 7307.577867933387 956.0 494.94747986865633 51064.980404070964 1009.1158881754747 6290.988933966912 3758
6125.056208198996 7010.912416397543 912.0 483.3636485278221 51078.92440407106 1009.3512940452879 6125.056208198996 3758
6122.542150373008 6990.684300745626 931.0 484.3498151417343 51080.08640407108 1009.1314700232545 6122.542150373008 3758
6259.680645310321 7254.561290620241 944.0 491.2694724274807 51069.0474040711 1009.2454524328864 6259.680645310321 3758
6133.734387068038 7013.868774135655 930.0 486.0065304517013 51080.086404070964 1009.200562970349 6133.734387068038 3758
6033.589947444561 6815.9798948886855 927.0 474.7808097956387 51070.79040407102 1009.2395104660577 6033.589947444561 3758
6049.881996625633 6860.56399325089 912.0 476.4892653865955 51088.220404071166 1009.3310634192036 6049.881996625633 3758
6059.0628648795855 6880.525729758761 910.0 477.1870475833453 51088.801404070975 1009.3167888516996 6059.0628648795855 3758
6003.55741226819 6751.91482453599 932.0 476.7509413269894 51073.695404071004 1009.1539407154587 6003.55741226819 3758
6252.814870879873 7244.029741759328 940.0 494.8770848169701 51071.95240407101 1009.1387190986885 6252.814870879873 3758
6074.986817409541 6898.773634818643 927.0 483.504949897897 51068.46640407097 1009.017319442769 6074.986817409541 3758
6207.862787436387 7142.125574872375 955.0 492.19056371270176 51071.95240407109 1009.0475066240812 6207.862787436387 3758
5896.198196114007 6553.996392227641 911.0 470.87386488033803 51082.410404070935 1008.988582422103 5896.198196114007 3758
6077.05412696249 6901.308253924575 929.0 482.71293914290385 51080.08640407103 1009.176456276903 6077.05412696249 3758
5957.562932600783 6666.325865201155 924.0 473.74729188082364 51071.95240407096 1009.0192137407969 5957.562932600783 3758
5966.016504388144 6690.4330087758835 915.0 473.705954320398 51078.34340407106 1009.2614330960708 5966.016504388144 3758
6004.68931187867 6776.578623756975 904.0 477.0947837335556 51088.8014040711 1009.2755258249143 6004.68931187867 3758
6120.280063834391 6977.360127668295 942.0 481.2626290104721 51060.33240407113 1009.0818169795775 6120.280063834391 3758
6063.818709864792 6884.437419729212 917.0 479.83217983205367 51089.382404070966 1009.3699712993983 6063.818709864792 3758
6185.973096325199 7105.546192650037 946.0 488.4901074501591 51070.790404070955 1009.0676395275038 6185.973096325199 3758
5967.548809405766 6701.497618811176 905.0 475.45569419778985 51089.96340407107 1009.2493599362272 5967.548809405766 3758
6150.11787916366 7042.635758326964 935.0 487.3252938935399 51079.505404071075 1009.0655110327306 6150.11787916366 3758
5860.818648899643 6509.637297798974 878.0 467.27023419930265 51099.25940407107 1009.3844375936369 5860.818648899643 3758
5877.978546909813 6526.357093819282 900.0 468.8663658349115 51094.03040407092 1009.1961412011663 5877.978546909813 3758
6132.375593053297 7015.951186106229 924.0 483.4788173829737 51089.38240407098 1009.3645190950627 6132.375593053297 3758
5986.39889324509 6748.797786489827 893.0 474.70873632494664 51105.650404071086 1009.5418590403652 5986.39889324509 3758
6137.495464648251 7001.3909292961325 955.0 490.4728883745817 51071.95240407099 1008.9653057371922 6137.495464648251 3758
6166.221183899633 7084.44236779882 923.0 489.0769633062869 51078.92440407097 1009.1785137345414 6166.221183899633 3758
6071.00329989808 6885.2065997957625 934.0 483.22584454592106 51071.37140407093 1009.0465631729794 6071.00329989808 3758
6012.119741724885 6773.039483449388 927.0 475.9937458619415 51073.695404071 1009.0354572938485 6012.119741724885 3758
5919.875484096111 6608.550968191862 902.0 471.05066736522764 51089.96340407098 1009.215359408851 5919.875484096111 3758
6202.492307727115 7137.7846154538165 947.0 488.63588049908543 51076.01940407098 1009.1436244167334 6202.492307727115 3758
6042.943260084536 6840.286520168735 920.0 481.3169306948122 51082.41040407105 1009.1659825735812 6042.943260084536 3758
5766.992779285852 6326.785558571432 872.0 458.88301318059337 51112.622404071015 1009.6669046394852 5766.992779285852 3758
6172.1804530107165 7079.560906021046 944.0 488.14595279626684 51081.2484040711 1009.1862400397498 6172.1804530107165 3758
6189.919631348409 7117.439262696438 941.0 491.20414871404506 51078.924404071025 1009.1283721580555 6189.919631348409 3758
6044.369529711199 6845.539059422059 917.0 483.63207856512736 51089.963404071146 1009.2273408015623 6044.369529711199 3758
6039.258057049834 6838.516114099278 913.0 478.40422185093814 51087.639404070964 1009.3298257384105 6039.258057049834 3758
6179.258264629861 7079.316529259281 962.0 489.2579281119315 51066.142404071004 1009.0236325526175 6179.258264629861 3758
5985.374803597948 6728.349607195561 916.0 471.880978363159 51089.96340407099 1009.4151610047583 5985.374803597948 3758
6103.062102163025 6945.324204325694 939.0 482.47057858741897 51085.31540407108 1009.3505155724888 6103.062102163025 3758
5995.718663396433 6744.237326792521 922.0 477.69361247084237 51082.41040407108 1009.359973821413 5995.718663396433 3758
5813.081920212246 6430.963840424167 857.0 462.1027122859801 51110.8794040711 1009.547921507993 5813.081920212246 3758
6131.854260696306 7011.708521392185 928.0 488.3543712503397 51077.18140407101 1009.0874600427181 6131.854260696306 3758
5999.2120179181575 6770.424035835923 898.0 472.40565095077113 51089.96340407104 1009.3222306893662 5999.2120179181575 3758
5900.040353129612 6582.480706258858 885.0 469.0477369160094 51091.70640407102 1009.403049837736 5900.040353129612 3758
5988.824788521079 6736.049577041786 915.0 478.71875294349775 51094.03040407105 1009.195345129452 5988.824788521079 3758
6076.075619452783 6908.15123890517 918.0 481.64440475128595 51081.82940407101 1009.1867768391664 6076.075619452783 3758
6073.063189631474 6902.126379262474 918.0 483.3224491128892 51076.01940407111 1009.1636418625939 6073.063189631474 3758
6097.100392015658 6960.6007840309185 905.0 480.8508397742453 51088.22040407106 1009.3589024158023 6097.100392015658 3758
6154.825686614959 7048.051373229481 940.0 487.0147327909325 51072.53340407099 1009.1487561259861 6154.825686614959 3758
5851.692074449091 6500.984148897805 866.0 463.4644922981473 51104.488404071104 1009.5852540050099 5851.692074449091 3758
6036.024174322642 6825.648348644943 921.0 479.8607357304528 51092.28740407098 1009.3627700426368 6036.024174322642 3758
6160.9991149976695 7071.59822999493 926.0 488.08406652926675 51080.08640407099 1009.2209131203297 6160.9991149976695 3758
5827.388790960156 6440.377581919996 881.0 462.0025513941861 51095.19240407104 1009.4349009964833 5827.388790960156 3758
5904.587420990338 6592.374841980316 884.0 467.01025028552743 51094.61140407114 1009.4490102415031 5904.587420990338 3758
6102.060663068577 6950.5213261367 930.0 484.4274860779994 51071.37140407101 1009.1511133430432 6102.060663068577 3758
6170.49629777372 7063.392595547005 960.0 489.71716521541157 51057.42740407111 1008.7988498642762 6170.49629777372 3758
5805.567279517667 6384.734559035085 896.0 460.74377052888303 51102.745404071014 1009.5612405487548 5805.567279517667 3758
6005.220366884184 6776.040733767948 906.0 474.41903904562315 51081.829404071126 1009.2588073481488 6005.220366884184 3758
6036.433433882207 6828.866867764056 918.0 478.8230688845029 51088.22040407103 1009.2208880808964 6036.433433882207 3758
6130.767429371806 7019.134858743171 916.0 485.86210112397265 51086.477404071076 1009.3380236963952 6130.767429371806 3758
6174.722839655161 7103.045679309858 921.0 489.24795046240394 51078.34340407112 1009.2338742524512 6174.722839655161 3758
5844.782679149012 6474.365358297729 882.0 464.5482148785646 51103.3264040711 1009.5344799794204 5844.782679149012 3758
6041.585900614383 6831.9718012284075 927.0 481.2189716311154 51078.343404071034 1009.0585855322903 6041.585900614383 3758
5845.498738882008 6476.597477763715 881.0 465.6306809355741 51103.326404071006 1009.4229822792074 5845.498738882008 3758
6117.452911450906 6990.9058229013835 918.0 483.25546059144074 51088.220404071035 1009.3388831216225 6117.452911450906 3758
6272.059337221029 7268.118674441566 958.0 495.48618291093413 51060.33240407103 1008.9678299728935 6272.059337221029 3758
6036.094945015808 6838.5898900312395 905.0 484.06985892189863 51090.544404071115 1009.2775742780485 6036.094945015808 3758
6168.919064494445 7077.838128988455 938.0 489.6172885159182 51079.50540407108 1009.1923895126333 6168.919064494445 3758
6050.986370075286 6880.372740150196 890.0 479.1897422263092 51095.1924040711 1009.3664979983505 6050.986370075286 3758
6065.220288549275 6895.240577098238 907.0 476.97021785743266 51099.25940407113 1009.5684305384672 6065.220288549275 3758
6020.844992360809 6819.289984721258 891.0 477.5077242511477 51098.09740407103 1009.461720691369 6020.844992360809 3758
6073.359678273107 6896.319356545807 926.0 487.0002723638154 51070.20940407109 1008.8521011074959 6073.359678273107 3758
6028.660095953615 6828.520191906817 899.0 473.52896958999577 51090.54440407103 1009.4356291555791 6028.660095953615 3758
6097.5090657245255 6935.0181314487145 938.0 485.9473704487971 51078.34340407096 1009.1728077582932 6097.5090657245255 3758
6076.165280961267 6895.530561922155 934.0 482.35073309333 51077.76240407105 1009.0317432645031 6076.165280961267 3758
6042.844914974873 6850.489829949416 907.0 477.5104886390919 51098.678404071 1009.4933980010671 6042.844914974873 3758
6019.661635958713 6799.323271917047 913.0 474.854517844958 51081.24840407096 1009.2147236125189 6019.661635958713 3758
6147.578449095708 7016.756898190949 961.0 490.50491302906676 51058.5894040711 1008.8923413365821 6147.578449095708 3758
5844.911919655823 6497.823839311345 853.0 460.13241867913916 51114.94640407107 1009.7358807549709 5844.911919655823 3758
5831.662186197501 6451.324372394637 878.0 465.9390009521299 51093.44940407106 1009.2634713766284 5831.662186197501 3758
6214.717769097413 7158.2355381944035 952.0 491.39384517044846 51068.46640407114 1009.0768877599181 6214.717769097413 3758
6095.822977720751 6921.245955441137 951.0 483.7574895884365 51074.27640407094 1009.1491354392753 6095.822977720751 3758
5769.0412579100375 6326.082515819795 878.0 459.0929223087824 51103.907404071055 1009.4575620026909 5769.0412579100375 3758
5906.090859903481 6584.981719806705 897.0 469.4824763570439 51103.90740407103 1009.4906084662662 5906.090859903481 3758
6045.698882149388 6859.397764298452 903.0 474.4875515846914 51101.00240407103 1009.6195996189459 6045.698882149388 3758
6078.94666280782 6913.0933256152 919.0 480.0433019995951 51074.85740407105 1009.1760801551147 6078.94666280782 3758
6094.828961845963 6933.657923691493 933.0 486.24280325882575 51073.695404071084 1009.0577090608281 6094.828961845963 3758
6196.989790644405 7133.179581288405 939.0 491.30005415539625 51077.76240407111 1009.1667897207766 6196.989790644405 3758
5963.189097263591 6680.778194526834 920.0 478.33038784145293 51080.66740407107 1009.1879104626238 5963.189097263591 3758
6038.40078077625 6816.001561552104 939.0 481.4631961182455 51071.952404071046 1009.1992091933861 6038.40078077625 3758
6293.271931083527 7324.943862166659 940.0 492.7435510655004 51089.963404071124 1009.4814224342355 6293.271931083527 3758
5957.43996122272 6678.079922445083 909.0 472.26069177149265 51087.639404071044 1009.2392137033651 5957.43996122272 3758
6064.193758339294 6880.387516678187 923.0 480.2668508721272 51078.924404071084 1009.2553325128389 6064.193758339294 3758
6067.220650086963 6878.441300173581 933.0 482.1279203403639 51087.05840407106 1009.2548150897507 6067.220650086963 3758
6247.732670737061 7237.065341473718 936.0 492.5956823985708 51081.24840407108 1009.1903161045026 6247.732670737061 3758
6069.952775524375 6885.505551048387 931.0 484.12599664697007 51082.41040407106 1009.2594152947532 6069.952775524375 3758
5959.622153166039 6697.644306331718 890.0 472.96752359406986 51103.90740407106 1009.5334049885748 5959.622153166039 3758
5933.777953707926 6636.35590741548 902.0 471.64927267405494 51092.868404071036 1009.3612513696304 5933.777953707926 3758
6089.83804701032 6934.07609402024 920.0 481.1162328916786 51077.18140407099 1009.2031269586101 6089.83804701032 3758
6254.54936417042 7210.698728340421 986.0 496.7375605034232 51056.846404070966 1008.8226837876372 6254.54936417042 3758
5855.027619494585 6498.0552389888935 878.0 462.11233286120836 51110.298404071065 1009.7310670563011 5855.027619494585 3758
6107.068379294849 6971.7367585893335 916.0 486.85013372682914 51087.05840407099 1009.2722663308897 6107.068379294849 3758
6129.528499704417 7002.256999408459 934.0 487.68026829132975 51081.82940407107 1009.2531215621974 6129.528499704417 3758
6049.203078425733 6870.406156851035 898.0 478.6101219838242 51088.80140407101 1009.4760366062095 6049.203078425733 3758
5964.177633105401 6691.5552662104965 909.0 477.07073646017466 51094.61140407103 1009.3148934617726 5964.177633105401 3758
5837.895090684173 6470.990181368027 869.0 463.8355319576166 51117.27040407099 1009.7503634229389 5837.895090684173 3758
6162.598891799148 7057.997783597907 947.0 489.50897576543474 51076.60040407096 1009.1038111201119 6162.598891799148 3758
6280.72904650996 7291.058093019506 951.0 499.1758841235716 51071.37140407106 1009.0460757870064 6280.72904650996 3758
6253.6750070462285 7244.150014092045 942.0 495.6183924685068 51075.43840407108 1009.0770822071653 6253.6750070462285 3758
