OperationID Site_ID Site_time_routing
250 521 667.2812785962783
333 676 667.3083245587948
283 570 667.3328650172828
265 543 667.3707564008647
297 617 667.4035571904905
357 714 667.4269183193976
263 541 667.4597119828419
133 301 667.4908098793541
452 898 667.533262251657
364 727 667.566125022273
70 151 667.6217363573878
169 369 667.6536298279144
388 773 667.6980112654222
215 458 667.7340371276189
418 833 667.766336573455
386 767 667.8008555038674
391 779 667.8305193307157
404 803 667.8531062806927
189 419 667.8881974796367
146 329 667.9133141081467
56 124 667.949414804343
14 27 667.9785152094004
207 449 668.0311106982228
185 410 668.0735548455367
346 698 668.1073701388704
204 444 668.1373095362138
128 287 668.1732351591695
396 784 668.219672773779
322 656 668.2442590923717
440 877 668.271215690043
313 638 668.2995968256122
182 400 668.3298947927962
226 481 668.3539503422021
164 364 668.3782221710906
217 463 668.4019174277271
159 359 668.4268219955984
433 861 668.4704283808935
401 790 668.5086627588701
154 351 668.5467121095925
91 207 668.5730150629788
1 1 668.6111994039867
395 783 668.6725985481709
201 438 668.7044811802273
317 646 668.7315455800282
381 752 668.7630718894189
148 331 668.7983069092536
141 316 668.8258778912068
152 342 668.8466426275263
367 731 668.8855699204115
0 0 665.0
155 352 667.0577324645799
106 244 667.0837630576358
34 69 667.118510137694
402 795 667.1782437601656
35 72 667.2403787465398
40 86 667.2643201750063
46 108 667.2858374150998
122 271 667.3174397497063
67 140 667.3464927613131
421 841 667.4053433151633
428 853 667.4356589590566
325 664 667.4639696724664
179 387 667.5056472435357
20 35 667.5464499276201
98 223 667.5802469826936
394 782 667.6307901748436
349 702 667.659310620035
268 548 667.6855132563104
101 228 667.7243802146874
157 355 667.7616876401938
184 402 667.7870950664312
110 250 667.8194059029229
123 277 667.8453483340804
229 487 667.8716762082737
374 741 667.9027186477
