#---------------------------------------------------------------------------
# Arc distance
#---------------------------------------------------------------------------
# Automatically generated by John Fontecha on 01 March 2015 01:44:15 GMT
# Instance source file: 'Zona2'
#---------------------------------------------------------------------------
# Centro de Optimización y Probabilidad Aplicada (COPA).
# e-mail: copa@uniandes.edu.co
# url:    http://copa.uniandes.edu.co
#---------------------------------------------------------------------------
# CSV format: ini node, end node,distance
# Note: product ID is set to 1 for a single-product VRP.
#---------------------------------------------------------------------------
1,101,18026.880453792593
1,102,2348.5360060602957
1,103,14382.401425331707
1,104,279.86012318265153
1,105,9126.211673890899
1,106,18532.06656684693
1,107,4368.877164666794
1,108,18423.0200668872
1,109,958.8951189008078
1,110,11603.005385630477
1,111,22247.19072284672
1,112,2359.9632177848925
1,113,14405.292489166759
1,114,1426.8511625250862
1,115,12538.976299798735
1,116,3198.905919511121
1,117,16083.05580203281
1,118,7736.118002149938
1,119,222.93320194313878
1,120,9240.273496294156
1,121,18703.11499890366
1,122,5989.725182192142
1,123,21664.608682874958
1,124,14.197610074938213
1,125,9696.83066657197
1,126,19387.941063140963
1,127,4200.5164598170095
1,128,18086.276548481375
1,129,550.8764241886917
1,130,10786.893980737339
1,131,21023.033167830996
1,132,964.5935193034192
1,133,7756.440825542471
1,134,16477.383861161437
1,135,2385.661996932905
1,136,14456.550182948959
1,137,1261.383562282626
1,138,12208.005195156167
1,139,1914.8162582717698
1,140,13514.939845003257
1,141,4306.103068388213
1,142,18297.453465822447
2,3,9685.432952934723
2,4,8104.538614628866
2,5,3161.690933258847
2,6,9842.38120693827
2,7,313.8866775573077
2,8,9214.623798645827
2,9,10638.53558792943
2,10,1906.110077743625
2,11,6826.318186821334
2,12,8815.085179818696
2,13,1740.65260613351
2,14,12296.388029861859
2,15,10087.790949453574
2,16,804.6985983888399
2,17,8478.40376958506
2,18,3624.3883463424268
2,19,12121.859502872003
2,20,7605.159144638755
2,21,4160.43871836114
2,22,8318.559154000648
2,23,2733.609659038482
2,24,11674.392923852896
2,25,3977.777263194218
2,26,3718.844571795252
2,27,11415.460092403853
2,28,9531.339602105276
2,29,308.2202489085712
2,30,10147.715144116439
2,31,11409.0084485603
2,32,3447.06423850851
2,33,4514.888897088185
2,34,12476.83387102906
2,35,11991.143087253125
2,36,4611.3485175768
2,37,2768.457436583415
2,38,10148.249938872576
2,39,3575.879407884825
2,40,12218.807906239559
2,41,8695.236053045293
2,42,1980.364353597378
2,43,6166.947152799707
2,44,7036.849412184129
2,45,17070.55224260301
2,46,14769.759285322209
2,47,12468.966471168778
2,48,10168.173897300714
2,49,7867.38177453025
2,50,5566.590662202558
2,51,3265.8026959198646
2,52,965.0403777464272
2,53,1335.8288238136172
2,54,3636.602039848236
2,55,5937.390856240832
2,56,8238.18220223144
2,57,10538.974421090521
2,58,8572.532744114069
2,59,2225.7843489975094
2,60,6349.578490205836
2,61,6671.579970240615
2,62,7779.231302347173
2,63,3812.300704483218
2,64,7.710172500916344
2,65,9268.810481707907
2,66,833.3541358429835
2,67,10935.448676831218
2,68,15589.534079123503
2,69,11808.01875446766
2,70,8026.504252460244
2,71,4244.992771591049
2,72,463.5582532472646
2,73,3318.062444355522
2,74,7099.57181964708
2,75,10881.085936946129
2,76,12841.518446556154
2,77,6311.920314509877
2,78,217.919330581189
2,79,6747.299337290252
2,80,8486.926196295482
2,81,2396.994410271747
2,82,9089.034953843178
2,83,1192.8398033752267
2,84,11474.646577846088
2,85,8621.04438676176
2,86,2128.749525578287
2,87,9916.577779854884
2,88,462.1965399142248
2,89,8992.323511302486
2,90,302.31593463056345
2,91,7810.623194244164
2,92,3749.5151488055476
2,93,7562.359974525078
2,94,4246.10009532719
2,95,9014.841500991562
2,96,1341.143058918292
2,97,11697.065433353691
2,98,2771.181082719212
2,99,10133.453136429573
2,100,896.0580864505177
2,101,8341.450753590503
2,102,7336.9275811164
2,103,4696.976286267065
2,104,9965.091573254182
2,105,559.3313392249514
2,106,8846.63704036768
2,107,5316.584143118154
2,108,8737.591205386474
2,109,8726.63274946236
2,110,1917.6081276401849
2,111,12561.76061180214
2,112,7325.51735622042
2,113,4719.87164462039
2,114,8258.641792165587
2,115,2853.563107182528
2,116,6486.557373666923
2,117,6397.6289675991475
2,118,1949.3566975550352
2,119,9908.021675811107
2,120,445.3442550935921
2,121,9017.686553926025
2,122,3695.7569933743725
2,123,11979.179928436319
2,124,9679.734482516951
2,125,17.283208856531513
2,126,9702.512460914819
2,127,5484.946970946188
2,128,8400.848217067407
2,129,9134.696089710265
2,130,1101.5201267824743
2,131,11337.603160948964
2,132,10649.956701322004
2,133,1929.0400292872941
2,134,6791.957312469911
2,135,7299.840476617149
2,136,4771.134782701994
2,137,8424.155582225576
2,138,2522.6088820693476
2,139,7770.679835765431
2,140,3829.525044419794
2,141,5379.367097658268
2,142,8612.025983214353
3,4,17789.971533975484
3,5,6523.742254462232
3,6,19527.81403389194
3,7,9999.311915750306
3,8,470.81473557097473
3,9,20323.968428876873
3,10,11591.541934780716
3,11,2859.1160067393052
3,12,18500.518013974703
3,13,7944.781747533505
3,14,2610.9556802809016
3,15,19773.22370816314
3,16,10490.126961813914
3,17,1207.0329690522826
3,18,13309.819994231888
3,19,2436.4286815565893
3,20,17290.591766127007
3,21,5524.996130670695
3,22,18003.991783585912
3,23,6951.825842215783
3,24,21359.825527221325
3,25,13663.208612261446
3,26,5966.592309645657
3,27,1730.0315532896889
3,28,19216.772026248243
3,29,9377.246216476877
3,30,462.3028370870412
3,31,21094.440898442717
3,32,13132.494517004638
3,33,5170.549242003502
3,34,2791.4043942738003
3,35,21676.5754439936
3,36,14296.779119942572
3,37,6916.98360889647
3,38,462.8499790384571
3,39,13261.309399277065
3,40,2533.3794901960287
3,41,18380.667793969424
3,42,7705.0812942049
3,43,15852.37827288751
3,44,2648.5931546179836
3,45,26755.984294299746
3,46,24455.19109862785
3,47,22154.397933995984
3,48,19853.604811195655
3,49,17552.81174667648
3,50,15252.018766813891
3,51,12951.225916725767
3,52,10650.433280516902
3,53,8349.641034994349
3,54,6048.849625972522
3,55,3748.060593939357
3,56,1447.2852752311824
3,57,853.5872268302278
3,58,18257.96368591492
3,59,7459.6675623431665
3,60,16035.009064958798
3,61,3013.865024941434
3,62,17464.6625087026
3,63,5873.14284655529
3,64,9682.896642655327
3,65,18954.241835870118
3,66,8852.116893002792
3,67,1250.036271512334
3,68,25274.965987375814
3,69,21493.45008549948
3,70,17711.934309947806
3,71,13930.418763596104
3,72,10148.90370264642
3,73,6367.389991921758
3,74,2585.88355500708
3,75,1195.6846231687757
3,76,22526.949725433566
3,77,15997.348471438374
3,78,9467.748467058584
3,79,2938.158043534538
3,80,18172.356354644195
3,81,7288.463213192973
3,82,18774.465636423003
3,83,8492.631393419142
3,84,1789.2324950587183
3,85,18306.47509969981
3,86,7556.705403790695
3,87,19602.009138355184
3,88,10147.563406513455
3,89,693.159167204186
3,90,9383.270701640797
3,91,17496.05313498927
3,92,5935.9362987298155
3,93,17247.78988298619
3,94,5439.350051208345
3,95,18700.272098351175
3,96,8344.325378822186
3,97,2011.6493566546005
3,98,12456.597762038738
3,99,19818.883653944424
3,100,10581.439452167924
3,101,1344.0258276571033
3,102,17022.356307542126
3,103,4988.479195076841
3,104,19650.5216574452
3,105,10244.66624878544
3,106,838.8716120794329
3,107,15002.0088385973
3,108,947.9212686470332
3,109,18412.060759472686
3,110,7767.878143676125
3,111,2876.349639615784
3,112,17010.943702653985
3,113,4965.596435125056
3,114,17944.069974066544
3,115,6831.9061130858445
3,116,16171.984325167083
3,117,3287.8339152721715
3,118,11634.761892578836
3,119,19593.450712310594
3,120,10130.608653795742
3,121,667.872651849952
3,122,13381.16791321117
3,123,2293.786630266607
3,124,19365.16306937567
3,125,9674.05268819815
3,126,21.457217312678676
3,127,15170.371484923418
3,128,1284.649802806055
3,129,18820.124958129178
3,130,8583.987092216183
3,131,1652.2076946272487
3,132,20335.386344846575
3,133,11614.44099217139
3,134,2893.512110282478
3,135,16985.263665192073
3,136,4914.349805303214
3,137,18109.58113892962
3,138,7162.886518046901
3,139,17456.105862665612
3,140,5855.9498024836175
3,141,15064.789413687202
3,142,1073.500213678652
4,5,11266.229328050656
4,6,1737.8435508516175
4,7,7790.660096854323
4,8,17319.16219575201
4,9,2533.997194633099
4,10,6198.429948094725
4,11,14930.856440502124
4,12,710.547103683323
4,13,9845.190060860046
4,14,20400.926444656197
4,15,1983.2532605551
4,16,7299.8452678398
4,17,16582.942001490494
4,18,4480.153116032533
4,19,20226.397766787373
4,20,499.3840049499992
4,21,12264.976352745287
4,22,214.03168083249213
4,23,10838.146613556273
4,24,3569.8554208022974
4,25,4126.7651273954725
4,26,11823.381254381125
4,27,19519.99818992621
4,28,1426.8045556414481
4,29,8412.727128443012
4,30,18252.253067728343
4,31,3304.471523583137
4,32,4657.479873078504
4,33,12619.425394591182
4,34,20581.371859395967
4,35,3886.6064161745376
4,36,3493.1970834460967
4,37,10872.991359758384
4,38,18252.787600007883
4,39,4528.665408155705
4,40,20323.34576452437
4,41,590.7197468367731
4,42,10084.894245149038
4,43,1937.601109338521
4,44,15141.386194675202
4,45,8966.015326695007
4,46,6665.22340608978
4,47,4364.432987398375
4,48,2063.6490941392995
4,49,237.31814056150228
4,50,2537.9701041942894
4,51,4838.756517285732
4,52,7139.547398204813
4,53,9440.339480267534
4,54,11741.132057345638
4,55,14041.924886111867
4,56,16342.717860265251
4,57,18643.51092597917
4,58,468.0459533978185
4,59,10330.310817155907
4,60,1754.974541494769
4,61,14776.116027956841
4,62,325.3657270643574
4,63,11916.834341315738
4,64,8107.080066979007
4,65,1164.2881252735083
4,66,8937.860406301472
4,67,19039.985759563606
4,68,7484.997609622593
4,69,3703.4863228663316
4,70,78.49954430141814
4,71,3859.56512063841
4,72,7641.076702247995
4,73,11422.59134023542
4,74,15204.106754084592
4,75,18985.6224801921
4,76,4736.9849719601025
4,77,1792.6498680266172
4,78,8322.233426703067
4,79,14851.83334144879
4,80,382.4791495358954
4,81,10501.517921519613
4,82,984.5250113956549
4,83,9297.348318038334
4,84,19579.183304760754
4,85,516.5577439187742
4,86,10233.273766120994
4,87,1812.049520651876
4,88,7642.414458617006
4,89,17096.85993865773
4,90,8406.709941770327
4,91,294.0364546660935
4,92,11854.045235144138
4,93,542.2439394367475
4,94,12350.631623776562
4,95,910.3341018781128
4,96,9445.654481304133
4,97,19801.60212241695
4,98,5333.387493664345
4,99,2028.9298077978258
4,100,7208.5425139089575
4,101,16445.985745430356
4,102,767.6770206397516
4,103,12801.506751189934
4,104,1860.5732674169171
4,105,7545.317346398974
4,106,16951.17189829602
4,107,2787.9881829507003
4,108,16842.125449286483
4,109,622.2013326817021
4,110,10022.111152501502
4,111,20666.296145115804
4,112,779.1284255343264
4,113,12824.397997797621
4,114,154.49946314259657
4,115,10958.081781505287
4,116,1618.0248833922174
4,117,14502.161118573164
4,118,6155.224054272596
4,119,1803.5129045875292
4,120,7659.379478879956
4,121,17122.220373189695
4,122,4408.83490860525
4,123,20083.71411902465
4,124,1575.2335430160358
4,125,8115.936547034845
4,126,17807.046404262757
4,127,2619.6280858511786
4,128,16505.38183568174
4,129,1030.2088129984804
4,130,9205.99948573254
4,131,19442.138456747754
4,132,2545.4357538707623
4,133,6175.547005647914
4,134,14896.489165777008
4,135,804.854988871152
4,136,12875.655873769101
4,137,319.9284380141899
4,138,10627.11103852954
4,139,334.12419575570345
4,140,11934.045348344429
4,141,2725.2160713127037
4,142,16716.55877805863
5,6,13004.071881848293
5,7,3475.57006335921
5,8,6052.933082640661
5,9,13800.226200512878
5,10,5067.7997386114075
5,11,3664.627318355128
5,12,11976.77576979798
5,13,1421.0396698319364
5,14,9134.697146833203
5,15,13249.481516736892
5,16,3966.385032980779
5,17,5316.712992897869
5,18,6786.078064854193
5,19,8960.168749560233
5,20,10766.849513806117
5,21,998.7488641360939
5,22,11480.249545815917
5,23,428.08878511101807
5,24,14836.083366171488
5,25,7139.466686171275
5,26,557.1630429384529
5,27,8253.769316402735
5,28,12693.029840142459
5,29,2853.5052501475993
5,30,6986.024313986383
5,31,14570.698745728427
5,32,6608.752749178534
5,33,1353.2020042623692
5,34,9315.143060225457
5,35,15152.833352978761
5,36,7773.037431113366
5,37,393.2709039203558
5,38,6986.559376280154
5,39,6737.567612266883
5,40,9057.1170485329
5,41,11856.92575096456
5,42,1181.3487948651607
5,43,9328.6363216096
5,44,3875.1593627527513
5,45,20232.242356815153
5,46,17931.44924635028
5,47,15630.656204965084
5,48,13329.863268429941
5,49,11029.070502363684
5,50,8728.27804157421
5,51,6427.486213893511
5,52,4126.696078269215
5,53,1825.9140310706487
5,54,474.97748279851453
5,55,2775.7062530673797
5,56,5076.493556709775
5,57,7377.284628720863
5,58,11734.221943792058
5,59,935.9488074696449
5,60,9511.267273112728
5,61,3509.8907187089735
5,62,10940.920573250614
5,63,650.631168828681
5,64,3159.1580588585116
5,65,12430.49993811452
5,66,2328.3811025171194
5,67,7773.75814414285
5,68,18751.224047925694
5,69,14969.708335190371
5,70,11188.192950294733
5,71,7406.678395379196
5,72,3625.1672677718852
5,73,156.58893085996485
5,74,3937.884200228161
5,75,7719.395919548418
5,76,16003.207983768392
5,77,9473.607654249427
5,78,2944.015444252326
5,79,3585.6130047423076
5,80,11648.614904394322
5,81,764.7633123442046
5,82,12250.723980955185
5,83,1968.9010123728942
5,84,8312.956226344579
5,85,11782.733389279376
5,86,1032.9864701440938
5,87,13078.267201387289
5,88,3623.8248360462208
5,89,5830.633379541713
5,90,2859.5364923862367
5,91,10972.31162676008
5,92,587.870877548993
5,93,10724.04835862313
5,94,1084.4296343669823
5,95,12176.530397119785
5,96,1820.5961388659946
5,97,8535.37496076849
5,98,5932.859102868037
5,99,13295.142011883785
5,100,4057.702606092501
5,101,5179.76183979782
5,102,10498.615214331265
5,103,1535.3032183784555
5,104,13126.780222787762
5,105,3720.931443875728
5,106,5684.948240392595
5,107,8478.269028047378
5,108,5575.903139385929
5,109,11888.320226474634
5,110,1244.1836820599462
5,111,9400.071021648288
5,112,10487.203631948843
5,113,1558.210672489623
5,114,11420.329200748818
5,115,308.3560045581918
5,116,9648.243776749043
5,117,3235.9448745721525
5,118,5111.024791286571
5,119,13069.70973092128
5,120,3606.8775801005313
5,121,5855.998685727014
5,122,6857.432056612842
5,123,8817.491216535824
5,124,12841.422212780193
5,125,3150.324947967724
5,126,6540.824137393504
5,127,8646.631582824391
5,128,5239.160454966175
5,129,12296.383888859487
5,130,2060.266076473263
5,131,8175.913452125339
5,132,13811.645053218012
5,133,5090.704720265387
5,134,3630.2728584838555
5,135,10461.524881746773
5,136,1609.4877078318782
5,137,11585.841504527634
5,138,639.2907767963841
5,139,10932.365857395951
5,140,667.9354609201882
5,141,8541.05028479979
5,142,5450.338909549122
6,7,9528.502240136317
6,8,19057.004480272637
6,9,796.160680164084
6,10,7936.2728167818905
6,11,16668.69907348981
6,12,1027.2984335700996
6,13,11583.032625906422
6,14,22138.76893307123
6,15,245.41163740160334
6,16,9037.687380690322
6,17,18320.784278024228
6,18,6217.9945608223225
6,19,21964.239965113877
6,20,2237.224187930161
6,21,14002.818875335763
6,22,1523.8240406099505
6,23,12575.988981680704
6,24,1832.0125646201175
6,25,5864.606378597328
6,26,13561.223288971789
6,27,21257.840374537696
6,28,311.0568671444524
6,29,10150.56919912866
6,30,19990.09533671906
6,31,1566.629591568247
6,32,6395.321122523874
6,33,14357.267429660309
6,34,22319.214046129207
6,35,2148.7638249974066
6,36,5231.0371476436385
6,37,12610.833125550223
6,38,19990.629640332965
6,39,6266.50687662718
6,40,22061.18803510685
6,41,1147.1650702786048
6,42,11822.736941301824
6,43,3675.4403369921356
6,44,16879.228506278265
6,45,7228.172258690432
6,46,4927.380528578386
6,47,2626.591627827146
6,48,325.86549246076686
6,49,1975.0172386155305
6,50,4275.803772430058
6,51,6576.59507204697
6,52,8877.387431945543
6,53,11178.180197416019
6,54,13478.973160771162
6,55,15779.766235452347
6,56,18080.55937896008
6,57,20381.35256798545
6,58,1269.8803494437414
6,59,12068.153683348206
6,60,3492.81284180474
6,61,16513.95853841975
6,62,2063.1624938783048
6,63,13654.676695546757
6,64,9844.921828352773
6,65,573.6058530182804
6,66,10675.702021827023
6,67,20777.82786821185
6,68,5747.154923979975
6,69,1965.6474295219552
6,70,1815.8963134883995
6,71,5597.40283816439
6,72,9378.917163043729
6,73,13160.432564204615
6,74,16941.948320955114
6,75,20723.464238636498
6,76,2999.152438715135
6,77,3530.4845634545063
6,78,10060.07633616009
6,79,16589.67628558146
6,80,1355.4961496069507
6,81,12239.360801696193
6,82,753.4068125388396
6,83,11035.191073732933
6,84,21317.0260385457
6,85,1221.371094198666
6,86,11971.11642300065
6,87,74.54991804796173
6,88,9380.256477905923
6,89,18834.702312623067
6,90,10144.552386590713
6,91,2031.782887237856
6,92,13591.88770985648
6,93,2280.042408529914
6,94,14088.47398310211
6,95,827.5832719042402
6,96,11183.496346635822
6,97,21539.44438999497
6,98,7071.229072964101
6,99,291.2217624351008
6,100,8946.384256176598
6,101,18183.828127146833
6,102,2505.4771642012906
6,103,14539.34845591196
6,104,123.05067225754604
6,105,9283.157896752764
6,106,18689.01371119974
6,107,4525.820316301125
6,108,18579.966986190957
6,109,1115.8100295109668
6,110,11759.951293005215
6,111,22404.13764811273
6,112,2516.911157028098
6,113,14562.240803260629
6,114,1583.7950396130814
6,115,12695.924345976717
6,116,3355.852224232241
6,117,16240.003609033522
6,118,7893.06399802339
6,119,66.51063400568579
6,120,9397.219172911364
6,121,18860.06187702313
6,122,6146.674085472918
6,123,21821.557035049624
6,124,163.17694103956438
6,125,9853.778578516894
6,126,19544.889053724713
6,127,4357.462116964447
6,128,18243.224102883785
6,129,707.7789903434834
6,130,10943.840833528931
6,131,21179.980599310584
6,132,807.6437127430756
6,133,7913.386930354563
6,134,16634.331007213394
6,135,2542.6097123457994
6,136,14613.498603309125
6,137,1418.3252195515101
6,138,12364.953518833654
6,139,2071.760179273473
6,140,13671.887726039831
6,141,4463.049333282821
6,142,18454.401180611032
7,8,9528.502240136322
7,9,10324.657124413896
7,10,1592.2331936197527
7,11,7140.197233650871
7,12,8501.206534212432
7,13,2054.531386760014
7,14,12610.266778262005
7,15,9773.911891292859
7,16,490.81593348277465
7,17,8792.28206746456
7,18,3310.5081422059984
7,19,12435.737759862412
7,20,7291.280388737273
7,21,4474.317243533909
7,22,8004.680152453914
7,23,3047.4873631009204
7,24,11360.513660196939
7,25,3663.896970158734
7,26,4032.7214844151194
7,27,11729.338229938467
7,28,9217.460328340283
7,29,622.0737495784806
7,30,10461.593301616074
7,31,11095.129090784636
7,32,3133.18349525546
7,33,4828.765876729674
7,34,12790.711972879326
7,35,11677.263596773786
7,36,4297.467847595094
7,37,3082.3324787773795
7,38,10462.127696332862
7,39,3261.9990926223068
7,40,12532.686070673588
7,41,8381.357486041403
7,42,2294.2419026491875
7,43,5853.067661194998
7,44,7350.727264497253
7,45,16756.672532079952
7,46,14455.879424422606
7,47,12155.086406660123
7,48,9854.29354175881
7,49,7553.500969402982
7,50,5252.70907401514
7,51,2951.9194385275805
7,52,651.1560187234279
7,53,1649.6908752033814
7,54,3950.4753942513835
7,55,6251.266410199518
7,56,8552.058679396363
7,57,10852.851404780004
7,58,8258.654599201242
7,59,2539.6626353043735
7,60,6035.699567957904
7,61,6985.458156777369
7,62,7465.3521191802965
7,63,4126.177837814396
7,64,316.4746415692872
7,65,8954.930706037636
7,66,1147.2141749178993
7,67,11249.326382246367
7,68,15275.654342191778
7,69,11494.1387044424
7,70,7712.623615799917
7,71,3931.1106608977384
7,72,149.76155931558455
7,73,3631.9355071736763
7,74,7413.4480533072265
7,75,11194.963066356937
7,76,12527.64035016476
7,77,5998.043099933318
7,78,531.6747583599949
7,79,7061.178641213849
7,80,8173.048235453947
7,81,2710.8726335028946
7,82,8775.156683356168
7,83,1506.7131896383203
7,84,11788.525409899035
7,85,8307.165894123684
7,86,2442.626239768801
7,87,9602.69859977762
7,88,148.42723348646362
7,89,9306.201513073289
7,90,616.1179905219176
7,91,7496.744375788069
7,92,4063.392370791374
7,93,7248.480875676397
7,94,4559.977156628342
7,95,8700.961975356458
7,96,1655.0108378813468
7,97,12010.94334686492
7,98,2457.3052468192313
7,99,9819.574022820845
7,100,582.2003120425867
7,101,8655.328611394847
7,102,7023.047278060927
7,103,5010.8515780902135
7,104,9651.211443729555
7,105,245.5220831506871
7,106,9160.513836478909
7,107,5002.702334906913
7,108,9051.467493964872
7,109,8412.75159386904
7,110,2231.4702944105074
7,111,12875.637340316645
7,112,7011.639947257545
7,113,5033.750327095188
7,114,7944.763617387807
7,115,3167.4397584751
7,116,6172.678765408951
7,117,6711.5068327467
7,118,1635.47551829911
7,119,9594.141085494377
7,120,131.73027118680605
7,121,9331.562777071906
7,122,3381.8836192043836
7,123,12293.059092893769
7,124,9365.856115659199
7,125,325.5289305555171
7,126,10016.390950718964
7,127,5171.067610090606
7,128,8714.725758423367
7,129,8820.816355598865
7,130,1415.3761182207288
7,131,11651.480714483154
7,132,10336.07689342259
7,133,1615.160413072127
7,134,7105.833644156593
7,135,6985.963606765812
7,136,5085.013353239313
7,137,8110.27808279135
7,138,2836.484423412462
7,139,7456.801581353238
7,140,4143.401717729998
7,141,5065.48852167518
7,142,8925.903828454053
8,9,19853.159132121717
8,10,11120.73274312011
8,11,2388.3078002796724
8,12,18029.70861893288
8,13,7473.9724046933125
8,14,3081.7651510980268
8,15,19302.41410617609
